iter	MultiClass
178	0.5707454847
179	0.5704668856
180	0.569946565
181	0.5690299569
182	0.5680312289
183	0.5676757349
184	0.5671026354
185	0.5663203855
186	0.5657710548
187	0.5651663714
188	0.5638997882
189	0.5634936819
190	0.5628577793
191	0.5621162424
192	0.561371223
193	0.5604952237
194	0.5599124419
195	0.5593166298
196	0.5586489285
197	0.5582265979
198	0.5571432381
199	0.5559792776
200	0.5554262887
201	0.5546555515
202	0.5538692933
203	0.5534010444
204	0.5526761903
205	0.5519748635
206	0.5516330965
207	0.5509598734
208	0.5505725237
209	0.5498158063
210	0.5491291651
211	0.5487404677
212	0.5480417724
213	0.5470387546
214	0.5464008128
215	0.5458373711
216	0.5451663229
217	0.5445141986
218	0.5439356455
219	0.5432536238
220	0.5427809102
221	0.5423445708
222	0.5417412178
223	0.5415569055
224	0.5410706563
225	0.5401092399
226	0.5391977491
227	0.5381278638
228	0.5372217654
229	0.5363646636
230	0.5356879375
231	0.5351480456
232	0.53477343
233	0.5343171092
234	0.5338295152
235	0.5330233096
236	0.5323918576
237	0.5315348491
238	0.53102357
239	0.5307243343
240	0.5305082024
241	0.5299438093
242	0.5295771662
243	0.5288094839
244	0.5284570463
245	0.5274949598
246	0.5270403524
247	0.5265502318
248	0.5260410935
249	0.525643422
250	0.5247954947
251	0.5244131635
252	0.5239349003
253	0.5233712768
254	0.5227498943
255	0.5222265469
256	0.5215177552
257	0.5209788311
258	0.5204852007
259	0.5201054176
260	0.5194383855
261	0.5189179663
262	0.5183698841
263	0.5176800337
264	0.5173235438
265	0.5165927323
266	0.5159039969
267	0.5155651785
268	0.5149430023
269	0.5142671967
270	0.513535206
271	0.5129252872
272	0.5123639764
273	0.5118637758
274	0.510838925
275	0.5100879821
276	0.5094083301
277	0.508795152
278	0.5081559199
279	0.5072985626
280	0.5064030286
281	0.5058197882
282	0.505025773
283	0.5045169858
284	0.5038375667
285	0.5032118283
286	0.5020583664
287	0.5015442735
288	0.5011361229
289	0.5004034598
290	0.4995548396
291	0.4986256292
292	0.4983054098
293	0.4978370498
294	0.4972837038
295	0.4967304821
296	0.4957769015
297	0.4952360361
298	0.4943963527
299	0.4939592905
300	0.4929601929
301	0.4921038074
302	0.4915991664
303	0.4912305148
304	0.4906639398
305	0.4901493927
306	0.4895982413
307	0.4891280169
308	0.4888325342
309	0.4885298755
310	0.4881148788
311	0.4872777235
312	0.4865569236
313	0.4856495731
314	0.4850002299
315	0.4844358887
316	0.4841125486
317	0.4837469967
318	0.4832402616
319	0.4827838745
320	0.4822645417
321	0.4814803098
322	0.4809681634
323	0.4804711879
324	0.480004127
325	0.4794565655
326	0.4788116757
327	0.4782329069
328	0.477615036
329	0.4769171835
330	0.4767651773
331	0.4762021934
332	0.475640609
333	0.4750964799
334	0.4744961669
335	0.4740003908
336	0.4731150367
337	0.4726849057
338	0.472265599
339	0.4717551661
340	0.4713959934
341	0.4711451038
342	0.4705160658
343	0.4700887698
344	0.4696101403
345	0.4693437599
346	0.4690805844
347	0.468620592
348	0.4682373329
349	0.4679446153
350	0.4672939869
351	0.4663483148
352	0.4660000656
353	0.4655891619
354	0.4650804885
355	0.4645799399
356	0.4641279387
357	0.4636315326
358	0.4631518697
359	0.462807861
360	0.4622054667
361	0.4619252014
362	0.4615194804
363	0.4610727255
364	0.4607918332
365	0.4603537505
366	0.4597429292
367	0.4590914844
368	0.4586773214
369	0.458038655
370	0.4568920383
371	0.456480633
372	0.4560088207
373	0.4556945592
374	0.4550370548
375	0.4545898798
376	0.4541695251
377	0.4538568269
378	0.453267872
379	0.4530127357
380	0.452285375
381	0.4518360628
382	0.4515280926
383	0.4511967483
384	0.4508935289
385	0.4504545836
386	0.4500357051
387	0.4494931625
388	0.4489607489
389	0.4485195531
390	0.448105972
391	0.4475417663
392	0.4471264077
393	0.4462872849
394	0.445913942
395	0.4455974527
396	0.4449606148
397	0.4447868727
398	0.4442951631
399	0.4438531977
400	0.4433048738
401	0.4427748607
402	0.4424142752
403	0.4421496023
404	0.4418433766
405	0.4414480057
406	0.4410714262
407	0.4405579218
408	0.4399490294
409	0.4394352187
410	0.4390795237
411	0.4388351625
412	0.4384261324
413	0.4379684338
414	0.4374296784
415	0.4368583683
416	0.4362515608
417	0.4358534498
418	0.4355077609
419	0.4350532619
420	0.4346242192
421	0.4341573088
422	0.4338066282
423	0.4334028055
424	0.4327760558
425	0.4325995195
426	0.4322994238
427	0.4319627733
428	0.4313833586
429	0.4308735893
430	0.4304576058
431	0.4299411341
432	0.429418285
433	0.4287978797
434	0.4285275545
435	0.4279033927
436	0.427709813
437	0.4273446854
438	0.426786793
439	0.4263708017
440	0.4258912138
441	0.4254752237
442	0.424526472
443	0.4240724039
444	0.42375463
445	0.4230662663
446	0.4221937907
447	0.4218950531
448	0.4215070076
449	0.4209769924
450	0.4205467645
451	0.4199859897
452	0.4198007918
453	0.4191911597
454	0.4189277171
455	0.4182944648
456	0.4179087125
457	0.4171892019
458	0.4168049917
459	0.4164713928
460	0.4159743383
461	0.4156540061
462	0.4150930955
463	0.4145736276
464	0.4137302027
465	0.413346001
466	0.4127224929
467	0.4122526529
468	0.4117912776
469	0.4113514631
470	0.4109175392
471	0.4104787716
472	0.4099801407
473	0.4097350294
474	0.4094862185
475	0.4088791007
476	0.4085495337
477	0.4082864298
478	0.4079299769
479	0.4074595102
480	0.4068724046
481	0.4064132184
482	0.4060066346
483	0.405705746
484	0.4053130818
485	0.4048265527
486	0.4044371773
487	0.4039964852
488	0.4037585967
489	0.4030146654
490	0.4027103434
491	0.4022502049
492	0.4018611666
493	0.4013058127
494	0.4006920375
495	0.4002738674
496	0.3997431563
497	0.3993372972
498	0.399149197
499	0.398911221
500	0.3985498493
501	0.3980863749
502	0.3977491196
503	0.3971855765
504	0.3966493196
505	0.3963045207
506	0.3959553881
507	0.3953439539
508	0.3949803968
509	0.3945988336
510	0.3942734687
511	0.3937007506
512	0.3934001273
513	0.3927438324
514	0.3924375109
515	0.3921504633
516	0.3918169776
517	0.3915017617
518	0.391181999
519	0.3904327224
520	0.3899632193
521	0.3895926926
522	0.3894586743
523	0.3889899034
524	0.3887286028
525	0.3882929997
526	0.3879870106
527	0.387675154
528	0.3874412306
529	0.3870950936
530	0.3866227076
531	0.3860784014
532	0.3857385237
533	0.3855966225
534	0.3851686988
535	0.384940684
536	0.3845795066
537	0.3842425254
538	0.3840242873
539	0.3835052369
540	0.3832710222
541	0.3828658258
542	0.3824163373
543	0.3821013471
544	0.3817644966
545	0.381635514
546	0.3814390695
547	0.3811803788
548	0.380666106
549	0.3800920325
550	0.3795219653
551	0.3792303323
552	0.3788268749
553	0.3787041771
554	0.3782983945
555	0.3778731528
556	0.3775967413
557	0.3773632757
558	0.3771463233
559	0.3767166402
560	0.3764601418
561	0.3761536737
562	0.3759413512
563	0.3755155727
564	0.3751151619
565	0.3745765854
566	0.3743136674
567	0.3740400373
568	0.373798258
569	0.3736130758
570	0.3733523808
571	0.3728096936
572	0.3724963279
573	0.3722150544
574	0.3720114554
575	0.3716140392
576	0.3712035221
577	0.3709058184
578	0.3705348773
579	0.370156743
580	0.3698752295
581	0.3695964519
582	0.3690857067
583	0.3687447434
584	0.3684528745
585	0.3680499498
586	0.3677467457
587	0.3673665945
588	0.3670612635
589	0.3668977086
590	0.3666225647
591	0.3661268165
592	0.3659697946
593	0.3656015263
594	0.3653372531
595	0.3649034708
596	0.364480203
597	0.3641444937
598	0.3636013711
599	0.3632449889
600	0.3628785163
601	0.3625729858
602	0.3622554716
603	0.3618491938
604	0.3613162235
605	0.3610533444
606	0.3606524232
607	0.3602047642
608	0.3599258086
609	0.359404615
610	0.3587236612
611	0.3584893246
612	0.3580692705
613	0.3577362722
614	0.35757791
615	0.3571397778
616	0.3569391305
617	0.3564850412
618	0.3562577912
619	0.3558944178
620	0.35554924
621	0.3554355574
622	0.3549941186
623	0.3546337541
624	0.3542808215
625	0.353878649
626	0.3536621211
627	0.3533218447
628	0.3530488695
629	0.3526042164
630	0.3524283428
631	0.3522326337
632	0.3520585474
633	0.3517518182
634	0.3515436735
635	0.3511515393
636	0.350949964
637	0.3505625808
638	0.3503118619
639	0.3500748482
640	0.3497556412
641	0.3493875732
642	0.3492724757
643	0.3489317956
644	0.3485469061
645	0.3482775006
646	0.3480845608
647	0.3476715837
648	0.3472948181
649	0.3471917526
650	0.346881213
651	0.3465333266
652	0.3459773213
653	0.3456870616
654	0.3453402069
655	0.3452159074
656	0.3449453508
657	0.3446114426
658	0.3442099073
659	0.3439061413
660	0.3435998632
661	0.3434959267
662	0.3430635865
663	0.3427032269
664	0.3424727418
665	0.3422431148
666	0.3418267819
667	0.341487737
668	0.3410441043
669	0.3408031867
670	0.3403955117
671	0.3400096643
672	0.3397746233
673	0.3395080611
674	0.3393912583
675	0.3391669234
676	0.3388153265
677	0.3385883135
678	0.3381728803
679	0.3378923893
680	0.3375575754
681	0.3371478669
682	0.336722611
683	0.3363245679
684	0.3361068491
685	0.3359578208
686	0.3356842846
687	0.3353628454
688	0.3351562776
689	0.3347672989
690	0.3345822629
691	0.3341380762
692	0.3339392742
693	0.3338194505
694	0.3335257173
695	0.3334292642
696	0.3331454082
697	0.3328188247
698	0.3325316152
699	0.3320438128
700	0.3317880677
701	0.3316331407
702	0.3310055301
703	0.3308619954
704	0.3304621884
705	0.3301432321
706	0.3294366566
707	0.3291983955
708	0.3290818654
709	0.3288129442
710	0.3285929498
711	0.3283945989
712	0.3282151608
713	0.3280263236
714	0.3278756213
715	0.3275941877
716	0.3271970005
717	0.3269987516
718	0.3267005801
719	0.3263441601
720	0.3260303165
721	0.325814447
722	0.3255465685
723	0.3253869362
724	0.3250449993
725	0.3247546107
726	0.3246499172
727	0.324527601
728	0.3242472351
729	0.3240491442
730	0.3236234571
731	0.3235235027
732	0.3232319548
733	0.3230022515
734	0.3227097115
735	0.3223902041
736	0.32211428
737	0.3218428801
738	0.3216909421
739	0.3215478392
740	0.3212421466
741	0.3210100627
742	0.3207459311
743	0.3203917672
744	0.3202120703
745	0.3199082139
746	0.319529731
747	0.319267378
748	0.3191146592
749	0.3187856764
750	0.318442997
751	0.3181856509
752	0.3179560476
753	0.3177594081
754	0.3175430621
755	0.317227119
756	0.3169555189
757	0.316757836
758	0.3164073521
759	0.3161384916
760	0.3159967687
761	0.3157978391
762	0.3155397044
763	0.3153635838
764	0.3151791206
765	0.3147961004
766	0.3144469657
767	0.3141606731
768	0.3139413796
769	0.3137358302
770	0.3133479496
771	0.3131884508
772	0.3130318422
773	0.3128618286
774	0.3127540495
775	0.3124720081
776	0.3123215033
777	0.3120020526
778	0.3117727194
779	0.3114467352
780	0.3112188135
781	0.3108849606
782	0.3107067367
783	0.3104491575
784	0.3102709558
785	0.3099150016
786	0.3096285934
787	0.3091516716
788	0.3089544439
789	0.3087557066
790	0.3083963853
791	0.3081618373
792	0.3079718226
793	0.3078685714
794	0.3073958126
795	0.3071571851
796	0.3069419709
797	0.3067252748
798	0.3063949006
799	0.3062627273
800	0.3058895615
801	0.3055999967
802	0.3053986844
803	0.3052227384
804	0.3048651471
805	0.3044583572
806	0.3042115345
807	0.3040602232
808	0.3038752332
809	0.3036857426
810	0.3032374366
811	0.302859357
812	0.3025991202
813	0.3021725186
814	0.3020991809
815	0.3016618376
816	0.3013001125
817	0.3010539699
818	0.3008818143
819	0.3005858387
820	0.3003651432
821	0.3001443222
822	0.2998413364
823	0.2995569893
824	0.2992926619
825	0.2990286498
826	0.2988769507
827	0.2986803944
828	0.2983803861
829	0.2981435738
830	0.2979909074
831	0.2978211917
832	0.2977315215
833	0.297561396
834	0.2974975063
835	0.2971948817
836	0.2968539348
837	0.2965478773
838	0.2963692606
839	0.2961616069
840	0.2959211553
841	0.2958181795
842	0.295468002
843	0.2952222859
844	0.2950519126
845	0.2948066408
846	0.2946593609
847	0.29449785
848	0.294172331
849	0.2939475742
850	0.2937957136
851	0.2936024026
852	0.2933653885
853	0.2932618141
854	0.2930456782
855	0.2926425856
856	0.2925477609
857	0.2922414548
858	0.2919424709
859	0.291858046
860	0.2916622573
861	0.2915254337
862	0.2913138562
863	0.2910386286
864	0.2909161613
865	0.2905276052
866	0.2902845831
867	0.2901778938
868	0.28991302
869	0.2896405649
870	0.2891729868
871	0.2890175231
872	0.2887443192
873	0.2885274492
874	0.2883037245
875	0.2881144599
876	0.2878581891
877	0.2876469937
878	0.2873710265
879	0.2871629323
880	0.2870499779
881	0.2868667436
882	0.2867177318
883	0.2863779268
884	0.2862335896
885	0.2860906343
886	0.285912977
887	0.2857232182
888	0.2855534032
889	0.2851879685
890	0.2850752742
891	0.2849036102
892	0.2847370002
893	0.2844117206
894	0.2840801268
895	0.2839490024
896	0.2838054235
897	0.2835668772
898	0.2833686437
899	0.2831555117
900	0.2829264626
901	0.2827339607
902	0.2823181028
903	0.2821138437
904	0.281943961
905	0.2816148723
906	0.2813336999
907	0.2809496202
908	0.2808563733
909	0.2806187174
910	0.2803728749
911	0.2801768947
912	0.2800806485
913	0.2798015775
914	0.2796025507
915	0.279225087
916	0.278908288
917	0.2786906007
918	0.2785775674
919	0.2783526839
920	0.2781842687
921	0.2780197696
922	0.2777945904
923	0.2776190809
924	0.2772777325
925	0.2771371877
926	0.2769611913
927	0.2768361185
928	0.2766374281
929	0.2764830451
930	0.2763439992
931	0.2760439847
932	0.2759071037
933	0.2756470577
934	0.2753421647
935	0.2750398642
936	0.2749256201
937	0.2746724362
938	0.2744413938
939	0.2743671091
940	0.2741627771
941	0.2739797532
942	0.2738309357
943	0.2735555801
944	0.273328399
945	0.2730127984
946	0.2727871008
947	0.2726366164
948	0.2724125815
949	0.2722018664
950	0.2719351321
951	0.2717754101
952	0.2716411463
953	0.2714945457
954	0.2711523864
955	0.2709693426
956	0.2708632611
957	0.2706094839
958	0.270440448
959	0.2701723082
960	0.269646442
961	0.2695485023
962	0.2694306061
963	0.2692545823
964	0.2689910188
965	0.2686890843
966	0.2684809794
967	0.2681064374
968	0.267813126
969	0.2675423287
970	0.2672046474
971	0.2670610392
972	0.2669006158
973	0.2667563344
974	0.2666379371
975	0.2664650535
976	0.2663113463
977	0.2659510744
978	0.2655772029
979	0.2652736254
980	0.2650611889
981	0.2649128283
982	0.2647085773
983	0.2644718869
984	0.2643389641
985	0.2642012233
986	0.2641210839
987	0.2639755633
988	0.2638029432
989	0.2636787619
990	0.2634394343
991	0.2632481821
992	0.2630847836
993	0.262806947
994	0.2626854755
995	0.262538215
996	0.2622677084
997	0.2621357416
998	0.262014315
999	0.2618492732
